Run,Alias,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Description,diss_oxygen,ENA_CHECKLIST,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,env_biome,env_feature,env_package,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,nitrate,Organism,phosphate,Platform,ReleaseDate,salinity,sample_acc,Sample Name,sample_name,silicate,SRA_accession,SRA Study,temp,title,total_depth_water_col,chlorophyll
ERR833449,jcvi_cn_GS121_0.1,WGS,1718,PRJEB8968,SAMEA3313192,J CRAIG VENTER INSTITUTE,2005-09-29T09:14:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",1.5,"Water sample taken on 2005-09-29T09:14:00+00:00 from site GS121 (lat:-29.36466667\, long:43.23156667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.6,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913539,uncalculated,uncalculated,Indian Ocean:Western and Northern Madagascar Marine Ecoregion:International water between Madagascar and South Africa,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:32Z,public,AB 3730xL Genetic Analyzer,29.36466667 S 43.23156667 E,GS121_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,93,61,0.58,marine metagenome,0.39,CAPILLARY,2015-09-06T00:00:00Z,35.4,ERS689254,SAMEA3313192,ERS689254,0.75,ERS689254,ERP010013,23.1,GS121 0.1µm,4300,0.14
ERR833450,jcvi_cn_GS122_0.1,WGS,1643,PRJEB8968,SAMEA3313193,J CRAIG VENTER INSTITUTE,2005-09-30T07:54:00+00:00,public,"sra,fastq","ncbi,s3,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",1.9,"Water sample taken on 2005-09-30T07:54:00+00:00 from site GS122 (lat:-30.91356667\, long:40.42433333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6.6,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913540,uncalculated,uncalculated,Indian Ocean:Open Ocean:International water between Madagascar and South Africa,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:32Z,public,AB 3730xL Genetic Analyzer,30.91356667 S 40.42433333 E,GS122_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,8,5,2.3,marine metagenome,0.18,CAPILLARY,2015-09-06T00:00:00Z,35.8,ERS689255,SAMEA3313193,ERS689255,1.3,ERS689255,ERP010013,20.2,GS122 0.1µm,4900,0.15
ERR833452,jcvi_cn_GS122_0.8,WGS,1427,PRJEB8968,SAMEA3313194,J CRAIG VENTER INSTITUTE,2005-09-30T07:54:00+00:00,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",1.9,"Water sample taken on 2005-09-30T07:54:00+00:00 from site GS122 (lat:-30.91356667\, long:40.42433333)\, 0.8µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6.6,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913542,uncalculated,uncalculated,Indian Ocean:Open Ocean:International water between Madagascar and South Africa,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:33Z,public,AB 3730xL Genetic Analyzer,30.91356667 S 40.42433333 E,GS122_0.8_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,33,24,2.3,marine metagenome,0.18,CAPILLARY,2015-09-06T00:00:00Z,35.8,ERS689256,SAMEA3313194,ERS689256,1.3,ERS689256,ERP010013,20.2,GS122 0.8µm,4900,0.15
ERR833455,jcvi_cn_GS122_viral,WGS,1559,PRJEB8968,SAMEA3313196,J CRAIG VENTER INSTITUTE,2005-09-30T07:54:00+00:00,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",1.9,"Water sample taken on 2005-09-30T07:54:00+00:00 from site GS122 (lat:-30.91356667\, long:40.42433333)\, viral fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0...",6.6,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913545,uncalculated,uncalculated,Indian Ocean:Open Ocean:International water between Madagascar and South Africa,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:33Z,public,AB 3730xL Genetic Analyzer,30.91356667 S 40.42433333 E,GS122_viral_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,35,24,2.3,marine metagenome,0.18,CAPILLARY,2015-09-06T00:00:00Z,35.8,ERS689258,SAMEA3313196,ERS689258,1.3,ERS689258,ERP010013,20.2,GS122 viralµm,4900,0.15
ERR833456,jcvi_cn_GS123_0.1,WGS,1655,PRJEB8968,SAMEA3313197,J CRAIG VENTER INSTITUTE,2005-10-01T09:15:00+00:00,public,"sra,fastq","gs,ncbi,s3,ena","ncbi.public,gs.US,s3.us-east-1,ena",2.2,"Water sample taken on 2005-10-01T09:15:00+00:00 from site GS123 (lat:-32.41503333\, long:36.60103333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6.2,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913546,uncalculated,uncalculated,Indian Ocean:Open Ocean:International water between Madagascar and South Africa,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:33Z,public,AB 3730xL Genetic Analyzer,32.41503333 S 36.60103333 E,GS123_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,87,58,0.17,marine metagenome,0.77,CAPILLARY,2015-09-06T00:00:00Z,35.8,ERS689259,SAMEA3313197,ERS689259,0.83,ERS689259,ERP010013,20.4,GS123 0.1µm,1900,0.23
ERR833458,jcvi_cn_GS124_0.1,WGS,1604,PRJEB8968,SAMEA3313198,J CRAIG VENTER INSTITUTE,2005-10-03T08:53:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",2,"Water sample taken on 2005-10-03T08:53:00+00:00 from site GS124 (lat:-33.72\, long:30.1035)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0.8µ...",5.5,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913548,uncalculated,uncalculated,"Indian Ocean:Natal Marine Ecoregion:200mi from Port Elizabeth\, South Africa",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:33Z,public,AB 3730xL Genetic Analyzer,33.72 S 30.1035 E,GS124_0.1_sanger_8.0KB,PAIRED,RANDOM,GENOMIC,83,57,0.19,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35.9,ERS689260,SAMEA3313198,ERS689260,1.1,ERS689260,ERP010013,20,GS124 0.1µm,3800,0.35
ERR833460,jcvi_cn_GS126_0.1,WGS,1657,PRJEB8968,SAMEA3313200,J CRAIG VENTER INSTITUTE,2005-10-07T08:23:00+00:00,public,"fastq,sra","s3,ncbi,ena,gs","ncbi.public,gs.US,s3.us-east-1,ena",2,"Water sample taken on 2005-10-07T08:23:00+00:00 from site GS126 (lat:-34.35743333\, long:18.41106667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913550,uncalculated,uncalculated,"South Atlantic Ocean:Agulhas Bank Marine Ecoregion:1mi off the coast in front of the Cape of Good Hope\, South Africa",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:34Z,public,AB 3730xL Genetic Analyzer,34.35743333 S 18.41106667 E,GS126_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,9,6,1.4,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35.6,ERS689262,SAMEA3313200,ERS689262,1.7,ERS689262,ERP010013,15.2,GS126 0.1µm,30,1.4
ERR833465,jcvi_cn_GS130_0.1,WGS,1605,PRJEB8968,SAMEA3313204,J CRAIG VENTER INSTITUTE,2005-11-20T12:15:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",2.1,"Water sample taken on 2005-11-20T12:15:00+00:00 from site GS130 (lat:-26.81623333\, long:2.846566667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.1,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913555,uncalculated,uncalculated,South Atlantic Ocean:Open Ocean:international water,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:17Z,public,AB 3730xL Genetic Analyzer,26.81623333 S 2.846566667 E,GS130_0.1_sanger_8.0KB,PAIRED,RANDOM,GENOMIC,79,55,0.12,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36.6,ERS689266,SAMEA3313204,ERS689266,0.96,ERS689266,ERP010013,19.4,GS130 0.1µm,4700,0.07
ERR833479,jcvi_cn_GS142_0.1,WGS,1646,PRJEB8968,SAMEA3313218,J CRAIG VENTER INSTITUTE,2005-12-10T15:31:00+00:00,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",1.8,"Water sample taken on 2005-12-10T15:31:00+00:00 from site GS142 (lat:10.70633333\, long:-41.57666667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",3.9,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913569,uncalculated,uncalculated,North Atlantic Ocean:Open Ocean:international water,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:18Z,public,AB 3730xL Genetic Analyzer,10.70633333 N 41.57666667 W,GS142_0.1_sanger_10.0KB,PAIRED,RANDOM,GENOMIC,47,31,0.021,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,35.7,ERS689280,SAMEA3313218,ERS689280,1.4,ERS689280,ERP010013,28.3,GS142 0.1µm,3000,0.12
ERR833483,jcvi_cn_GS145_0.1,WGS,1588,PRJEB8968,SAMEA3313221,J CRAIG VENTER INSTITUTE,2005-12-14T14:51:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2,"Water sample taken on 2005-12-14T14:51:00+00:00 from site GS145 (lat:15.55533333\, long:-55.88)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, ...",5.5,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913573,uncalculated,uncalculated,North Atlantic Ocean:Open Ocean:international water,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,15.55533333 N 55.88 W,GS145_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,6,4,0.029,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,37.2,ERS689283,SAMEA3313221,ERS689283,0.78,ERS689283,ERP010013,27.6,GS145 0.1µm,5500,0.06
ERR833487,jcvi_cn_GS148_0.1,WGS,1570,PRJEB8968,SAMEA3313224,J CRAIG VENTER INSTITUTE,2005-09-11T09:00:00+00:00,public,"fastq,sra","s3,ncbi,ena,gs","ncbi.public,gs.US,s3.us-east-1,ena",1,"Water sample taken on 2005-09-11T09:00:00+00:00 from site GS148 (lat:-6.31666\, long:39.55)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0.8µ...",5,ERC000011,2015-09-05,2018-11-16,ocean biome,reef,water,ERX913577,uncalculated,uncalculated,"Indian Ocean:East African Coral Coast Marine Ecoregion:East Coast Zanzibar\, offshore Paje lagoon\, Tanzania",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,6.31666 S 39.55 E,GS148_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,8,5,0.23,marine metagenome,0.24,CAPILLARY,2015-09-06T00:00:00Z,35.2,ERS689286,SAMEA3313224,ERS689286,3.9,ERS689286,ERP010013,25.7,GS148 0.1µm,1,0.43
ERR833496,jcvi_cn_GS203_0.1,WGS,1509,PRJEB8968,SAMEA3313230,J CRAIG VENTER INSTITUTE,2006-08-12T15:38:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",1.2,"Water sample taken on 2006-08-12T15:38:00+00:00 from site GS203 (lat:44.10766667\, long:-69.05533333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",7.8,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913586,uncalculated,uncalculated,"North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:off Rockland\, ME\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,44.10766667 N 69.05533333 W,GS203_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,17,12,0.19,marine metagenome,1.34,CAPILLARY,2015-09-06T00:00:00Z,30.1,ERS689292,SAMEA3313230,ERS689292,0.24,ERS689292,ERP010013,15.9,GS203 0.1µm,58,14.5
ERR833502,jcvi_cn_GS215_0.1,WGS,1831,PRJEB8968,SAMEA3313234,J CRAIG VENTER INSTITUTE,2006-12-17T18:00:00Z,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",1,"Water sample taken on 2006-12-17T18:00:00+00:00 from site GS215 (lat:35.951\, long:-72.42733333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",5.1,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913592,uncalculated,uncalculated,North Atlantic Ocean:Virginian Marine Ecoregion:Between USA and Bermuda,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,35.951 N 72.42733333 W,GS215_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,0,0,0.47,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,40.7,ERS689296,SAMEA3313234,ERS689296,0.46,ERS689296,ERP010013,21.1,GS215 0.1µm,3800,0.21
ERR833503,jcvi_cn_GS216_0.1,WGS,1556,PRJEB8968,SAMEA3313235,J CRAIG VENTER INSTITUTE,2006-12-18T15:33:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",0.91,"Water sample taken on 2006-12-18T15:33:00+00:00 from site GS216 (lat:34.84266667\, long:-69.026)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",5,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913593,uncalculated,uncalculated,North Atlantic Ocean:Open Ocean:Midway between USA and Bermuda,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,34.84266667 N 69.026 W,GS216_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,21,14,0.076,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36.6,ERS689297,SAMEA3313235,ERS689297,0.55,ERS689297,ERP010013,21.9,GS216 0.1µm,5200,0.1
ERR833507,jcvi_cn_GS220_0.1,WGS,1515,PRJEB8968,SAMEA3313239,J CRAIG VENTER INSTITUTE,2007-01-09T19:15:00+00:00,public,"fastq,sra","gs,ncbi,ena,s3","ena,gs.US,s3.us-east-1,ncbi.public",4.6,"Water sample taken on 2007-01-09T19:15:00+00:00 from site GS220 (lat:18.33326667\, long:-64.79333333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.6,ERC000011,2015-09-05,2018-11-16,ocean biome,other: sea grass sample,water,ERX913597,uncalculated,uncalculated,"North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,18.33326667 N 64.79333333 W,GS220_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,21,14,0.2,marine metagenome,0.087,CAPILLARY,2015-09-06T00:00:00Z,39.2,ERS689301,SAMEA3313239,ERS689301,1.6,ERS689301,ERP010013,26.2,GS220 0.1µm,4.6,0.16
ERR833509,jcvi_cn_GS221_0.1,WGS,1624,PRJEB8968,SAMEA3313240,J CRAIG VENTER INSTITUTE,2007-01-10T17:00:00Z,public,"sra,fastq","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",0.58,"Water sample taken on 2007-01-10T17:00:00+00:00 from site GS221 (lat:18.35846667\, long:-64.71813333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",4.8,ERC000011,2015-09-05,2018-11-16,ocean biome,other: mangrove,water,ERX913599,uncalculated,uncalculated,"North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,18.35846667 N 64.7181333 W,GS221_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,0,0,1.7,marine metagenome,0.087,CAPILLARY,2015-09-06T00:00:00Z,39.1,ERS689302,SAMEA3313240,ERS689302,1.6,ERS689302,ERP010013,26.3,GS221 0.1µm,0.58,0.23
ERR833510,jcvi_cn_GS222_0.1,WGS,1592,PRJEB8968,SAMEA3313241,J CRAIG VENTER INSTITUTE,2007-01-11T16:00:00+00:00,public,"sra,fastq","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",0.3,"Water sample taken on 2007-01-11T16:00:00+00:00 from site GS222 (lat:18.3679\, long:-64.90363333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",3.2,ERC000011,2015-09-05,2018-11-16,ocean biome,other: mangrove,water,ERX913600,uncalculated,uncalculated,"North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,18.3679 N 64.90363333 W,GS222_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,20,14,3.4,marine metagenome,0.088,CAPILLARY,2015-09-06T00:00:00Z,36.9,ERS689303,SAMEA3313241,ERS689303,0.31,ERS689303,ERP010013,25.5,GS222 0.1µm,0.3,0.29
ERR833511,jcvi_cn_GS223_0.1,WGS,1612,PRJEB8968,SAMEA3313242,J CRAIG VENTER INSTITUTE,2007-01-19T16:42:00+00:00,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",0.32,"Water sample taken on 2007-01-19T16:42:00+00:00 from site GS223 (lat:18.1074\, long:-65.45923333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",5.5,ERC000011,2015-09-05,2018-11-16,ocean biome,other: bioluminescent bay,water,ERX913601,uncalculated,uncalculated,"North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:Phosphorescent bay\, Mosquito Bay\, on the island of Vieques\, Puerto Rico\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:29:43Z,public,AB 3730xL Genetic Analyzer,18.1074 N 65.45923333 W,GS223_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,37,25,0.59,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,39.1,ERS689304,SAMEA3313242,ERS689304,3.7,ERS689304,ERP010013,25.1,GS223 0.1µm,3,0.24
ERR833512,jcvi_cn_GS224_0.1,WGS,1545,PRJEB8968,SAMEA3313243,J CRAIG VENTER INSTITUTE,2007-01-24T01:20:00Z,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",0.92,"Water sample taken on 2007-01-24T01:20:00+00:00 from site GS224 (lat:10.70753333\, long:-80.29033333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",3.5,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913602,uncalculated,uncalculated,Caribbean Sea:Southwestern Caribbean Marine Ecoregion:92mi N of Panama Canal,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,10.70753333 N 80.29033333 W,GS224_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,20,14,0.35,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,40.2,ERS689305,SAMEA3313243,ERS689305,0.59,ERS689305,ERP010013,26.6,GS224 0.1µm,3500,0.11
ERR833515,jcvi_cn_GS238_0.1,WGS,1621,PRJEB8968,SAMEA3313246,J CRAIG VENTER INSTITUTE,2007-02-13T16:05:00+00:00,public,"fastq,sra","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",2,"Water sample taken on 2007-02-13T16:05:00+00:00 from site GS238 (lat:12.106\, long:-88.01)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0.8µm...",4.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913605,uncalculated,uncalculated,North Pacific Ocean:Chiapas-Nicaragua Marine Ecoregion:Nicaraguan EEZ,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,12.106 N 88.01 W,GS238_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,37,25,1.3,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36.7,ERS689308,SAMEA3313246,ERS689308,0.88,ERS689308,ERP010013,26.6,GS238 0.1µm,760,0.34
ERR833516,jcvi_cn_GS239_0.1,WGS,1591,PRJEB8968,SAMEA3313247,J CRAIG VENTER INSTITUTE,2007-02-13T22:20:00+00:00,public,"fastq,sra","s3,gs,ncbi,ena","ncbi.public,ena,gs.US,s3.us-east-1",1.4,"Water sample taken on 2007-02-13T22:20:00+00:00 from site GS239 (lat:12.60333333\, long:-89.189)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",3.9,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913606,uncalculated,uncalculated,North Pacific Ocean:Chiapas-Nicaragua Marine Ecoregion:El Salvador EEZ,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:30:53Z,public,AB 3730xL Genetic Analyzer,12.60333333 N 89.189 W,GS239_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,36,24,0.21,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,37.6,ERS689309,SAMEA3313247,ERS689309,0.32,ERS689309,ERP010013,28.1,GS239 0.1µm,150,0.28
ERR833520,jcvi_cn_GS243_0.1,WGS,1612,PRJEB8968,SAMEA3313251,J CRAIG VENTER INSTITUTE,2007-02-19T00:10:00+00:00,public,"sra,fastq","gs,ncbi,s3,ena","ena,ncbi.public,gs.US,s3.us-east-1",1.2,"Water sample taken on 2007-02-19T00:10:00+00:00 from site GS243 (lat:16.86166667\, long:-99.86266667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",4.4,ERC000011,2015-09-05,2018-11-16,ocean biome,harbor,water,ERX913610,uncalculated,uncalculated,"North Pacific Ocean:Mexican Tropical Pacific Marine Ecoregion:Acapulco Harbor\, Acapulco\, Mexico",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:19Z,2018-03-09T13:28:10Z,public,AB 3730xL Genetic Analyzer,16.86166667 N 99.86266667 W,GS243_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,36,25,0.23,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,38.3,ERS689313,SAMEA3313251,ERS689313,0.26,ERS689313,ERP010013,26.1,GS243 0.1µm,9.1,0.71
ERR833522,jcvi_cn_GS245_0.8,WGS,1643,PRJEB8968,SAMEA3313253,J CRAIG VENTER INSTITUTE,2007-02-21T06:45:00+00:00,public,"fastq,sra","s3,gs,ncbi,ena","gs.US,ncbi.public,ena,s3.us-east-1",1.2,"Water sample taken on 2007-02-21T06:45:00+00:00 from site GS245 (lat:20.648\, long:-105.255)\, 0.8µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0.8...",6.6,ERC000011,2015-09-05,2018-11-16,ocean biome,harbor,water,ERX913612,Mexico,North America,"Mexico: Gulf of California:Cortezian Marine Ecoregion:Puerto Vallarta harbor\, Puerto Vallarta",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,20.648 N 105.255 W,GS245_0.8_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,37,25,0.095,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,38.7,ERS689315,SAMEA3313253,ERS689315,0.34,ERS689315,ERP010013,23.8,GS245 0.8µm,44,
